N,P,K,ph,rainfall,temperature,crop,yield
207.03519227860272,46.931158129051596,47.38661964551298,8.024756947577236,339.0681335649832,21.721747969343415,maize,3.633103487069822
89.93475643167196,28.123299235519774,184.201331959928,5.716818072540015,161.81732654653746,22.46559009557776,cotton,1.884089565359376
152.84688768272233,13.697868045530539,180.70326912617944,7.1175734593222995,66.60437220660943,35.4954630230047,maize,3.383405593467364
168.4829137724085,60.825939603869536,137.7022063464663,6.450009114481119,214.12600819076945,12.896831943738684,wheat,2.84060562499592
59.290082543999546,18.49120986038739,141.00214696410893,5.9652125810493555,130.60355297651097,17.83246091061322,wheat,3.046300110975122
171.50897038028768,31.194258979037702,20.961045554543936,7.081767332733985,639.0837731391796,25.05181486431599,rice,3.3032234376726484
84.1048247374583,47.27296355187282,197.27688190044836,8.290091922204951,134.37346836041405,29.552033945656568,maize,3.2376352600764036
63.0103185970559,49.509161144582336,178.0098686436466,4.665078989498488,593.1711779801271,27.657844090858823,cotton,2.0911078662784663
239.77710745066665,52.04082378909952,181.11912063141656,8.175411423532417,339.24401733206196,36.36599665664704,maize,3.2480300209154445
243.12640661491187,21.637873124479043,138.66401666915695,6.9363266200840545,105.03379230783199,32.27704989494525,maize,3.739321308412411
211.67946962329222,36.58161833751541,82.06164715781657,7.729257203076209,659.5475370736893,25.59815157528405,rice,3.948256279263323
110.92275383467414,53.20359589818767,180.85675683628654,6.03549981373711,484.72292767746,16.01111536685821,rice,3.9017713070777567
69.53442280127678,77.88732052436494,72.47304706721462,6.387371899350455,226.8211346476798,22.624478479262713,cotton,1.676675584376885
186.84660530243139,60.93417963897821,121.28807780159651,7.9754030072046564,721.010880749501,29.414702837445365,rice,4.177512619588246
138.03049874792026,74.58226299657704,37.95157502189883,6.159391879239292,83.9437354029136,33.46294089541038,cotton,1.5888679297948858
74.40764696895576,63.35484408199239,185.95201342389504,6.63863826699634,201.36470614832217,36.87261428382685,maize,3.61178701506815
149.03538202225405,51.42018782246803,45.3386823988184,4.580779692337332,614.0351958543957,26.952677451861696,cotton,1.6601594603366574
56.87770422304368,23.44163583954412,60.48142503147331,5.134392023352169,582.0334477324169,24.753742284524108,cotton,1.4798781072624565
231.8640804157564,56.667995632475915,120.4641484630787,7.066746031899199,266.9537702933585,10.495373847392152,wheat,3.0065353569325657
101.75599632000339,53.636569617193494,157.5367400383367,7.3679076042555085,96.51865651458733,12.018773936205038,wheat,3.037926699411835
182.5044568707964,52.17284193200865,131.48323506853382,6.830403747137998,693.5585541687078,14.370939933847207,rice,4.065587940173876
112.3422152178822,44.285010759176856,61.78410430402811,5.073240145102442,285.27322855242693,11.533278073309585,wheat,2.6421939891244093
154.01360423556216,47.005962279249296,20.16974765494826,6.281621714311339,196.7850611961989,21.224170686537942,cotton,1.4049773482006336
159.34205586865593,33.410976898267286,156.28710445533906,5.920379065452759,437.0463667707328,19.43259926388842,rice,3.923313896964348
86.97089110510541,46.35188848496122,197.33731866399688,6.482645376140353,732.6703994618355,27.845916420315,rice,3.5442951210804154
243.91692555291172,23.82891339749348,165.78436165509626,7.981316138216377,82.6599333825315,24.998623022135277,maize,3.9224242703649694
205.02656467222292,66.36220781522638,102.83719126819076,7.603445754634608,624.3530660231658,26.687181262860072,rice,4.033370475251723
237.8997883128378,23.004386828909546,182.6781070518392,4.835958005556636,479.3549209540317,23.215361682254315,cotton,1.4691854446046169
228.96547008552977,15.94764029226265,93.77258116130301,8.061236791098256,369.0868374138627,17.7766401595192,maize,3.4255780915943834
169.57999576221704,40.537221845001014,114.48813516382415,6.387068604599294,608.060333078795,36.67910881850136,rice,3.4410451948261147
234.37484700462338,56.08152076542433,105.88335813122299,7.475448579543993,774.3683183312243,12.41945647328389,rice,4.408738868782938
67.6985004103839,40.6401777453479,100.5722970797945,5.0601569250574086,221.90465837201828,36.2889479850286,cotton,1.3663650084898316
89.19657248382904,29.3727892365916,159.53433847290304,7.182878102828193,157.73552380408972,18.71466531221257,wheat,2.891044588288087
59.04545778210761,49.07198287233085,114.81840330850856,5.445304070437832,734.6613089170228,24.354520470284328,cotton,1.6571699149620445
115.06606615265287,34.290163478854,77.0090819645389,6.253523588563726,551.7148080929778,13.047585039171292,rice,4.1070958391493155
127.7354579378964,75.30073830886431,66.4684701785261,4.567451480328417,378.48951617147446,11.98606991438826,cotton,1.4183589172140687
104.26980635477918,74.58515977225005,26.79451705413801,5.106442551721904,479.94467769821233,22.02727256412088,cotton,1.5560700307375934
215.74750183038586,45.16602739804668,124.97512913894828,4.8683219724944795,609.210428882183,30.76752653863099,cotton,1.8659455736693484
121.35066533871786,32.95187958127809,61.393054772186154,5.458976691753033,629.7739240292879,17.54221377135937,cotton,1.9195982201885118
106.18690193747615,61.59926897696474,46.66410596294895,4.900072360097289,739.9206356142234,25.745740890188962,cotton,1.7488871622701798
158.5392166316497,12.569906043814665,137.68939348898198,7.267640106478248,370.132091671717,17.802209534638912,maize,3.6414994535161327
78.18484499495253,43.233830423055586,142.6176664078788,4.6161596088368775,270.0581825145463,20.881165705005145,cotton,1.9580967445860658
210.43939615080794,33.54263759892335,155.38788060637987,6.970962002499991,529.7482000923815,35.380496917267095,rice,3.7565453645330447
64.91012873595416,74.43751195717883,110.64384134094647,5.062831323302297,361.7959244596478,33.963509513857744,cotton,1.7932261035453023
247.37738732010345,10.840211909087778,180.92982893669958,8.280645828711588,495.9488404617334,24.448491215693636,rice,4.513165646070359
204.44895385933148,48.69704130028444,188.541695611681,8.232376292439417,364.9893488419626,16.666957569218205,maize,3.272487898576642
89.74313630683449,61.84645067466382,165.3267691626481,5.4020124100838505,164.74684000863087,15.409149556524639,wheat,3.016367107469587
51.10442342472048,43.951259126682885,134.4068267614737,6.957685192892118,402.0700637442188,36.714445885,rice,3.102466946838851
213.09228569096683,15.978212111390516,74.66977164641396,4.612021277889834,568.1883664557746,15.67606470229925,cotton,1.8038641404864346
191.37146876952343,78.07229730195316,196.9300858916398,8.227154172204695,649.4628557507374,32.628712705551095,rice,4.092217602352783
195.80143360819747,46.260730196326854,69.3445100945489,6.591949232766838,419.9947075974101,20.331165866995043,rice,3.975274860133112
204.25406933718915,52.993037102330796,56.47824595827759,4.672892605671116,173.9284176578007,37.59847573163067,cotton,1.3566225085859576
64.80893034681807,26.562684789525512,99.5877404815849,5.8699999720325495,361.01578223707367,20.30836073015806,cotton,1.6856966303244114
121.69314570885452,43.844865957476266,30.231302728229924,4.807397847444937,639.7204466312737,19.84246549750033,cotton,1.44694493445951
73.17381190502594,40.040464437082534,196.12900364092235,6.0717777574934395,359.6444529628046,27.848981608573446,cotton,1.9409259203346771
222.6206851751187,15.242708940138861,125.91804015495647,7.179705368645292,572.3980952031667,36.92247058555094,rice,3.8006986841622354
174.6596253655116,17.431224748322705,120.25137649955154,6.379559632165758,430.41026125856735,37.33386896230012,rice,3.9615324541760635
116.17960497052984,68.62307637331422,138.04333038194957,6.034888698877818,230.91734383204752,29.801772101075585,cotton,1.688296506664135
62.71167005720473,26.78739665446132,109.4642565998972,4.976628182161859,647.1128810173058,31.1289782378179,cotton,1.469069128052765
112.19646434313245,23.647079004904136,25.771433077017484,5.479756182774626,113.16009055301527,25.775260927244773,cotton,1.2860860585784055
115.03666440534941,45.343801587509745,130.21603199127142,4.900573150953404,443.6677120663629,31.16172069570529,cotton,1.5250279863780039
195.92123566761282,63.81229919537591,148.9112978521575,7.7299949266266434,206.6682756825537,34.0738303391739,maize,3.5172808873568036
177.51149427104264,14.336256300529154,95.01483091232957,5.04095931193889,100.29922140603173,23.61066848946065,cotton,1.714228748697359
227.44254851526532,50.37655437467791,156.31320297281474,6.881493466195574,427.20045281243665,27.356143359242886,rice,4.318912941038836
144.44298503238986,18.344730998840134,60.86023388091571,5.8709616543553835,424.6716169511927,25.044867466525336,rice,3.851170262478164
73.91884918766034,12.552273557793292,59.829786391913125,5.403913538620734,580.1756762567907,25.749177178802963,cotton,1.4679549205879863
192.648957444599,13.692076651355217,49.05505778376331,7.057873757968415,608.5630197889286,34.921341476470346,rice,4.308149812954258
202.15700972337947,68.39148757459088,86.95905676204913,6.328009237507763,595.8436165196725,19.957271245755965,rice,4.0149003659636335
162.25543951389926,18.25807385396431,172.46216637003505,6.100581869138237,357.16904968756626,15.829152716817479,cotton,1.9349542847520165
204.1934359909122,13.160595508860435,169.02417118683158,6.871408019568886,523.767340419922,22.775843087661617,rice,3.9980417409241373
148.75911927287814,40.65299210000386,88.90835743343068,6.465070513960002,482.7089319829702,15.826385333475425,rice,3.937787950075311
154.5465658763988,69.07954303594173,126.04137247644258,5.713936834206243,366.1713170876897,23.955211918536534,cotton,1.7092171317239022
135.5082036717099,28.368586354251136,149.74693696548482,6.736245151061007,497.90952063949493,35.29822694999764,rice,3.8523686540394215
55.08382534881904,39.519883226814144,63.41721943304414,7.177994306202779,760.4359075296969,27.28813857350938,rice,3.3522422322336265
71.57828539866088,12.794577279462587,50.265395461054474,4.606772634347417,194.670307761033,33.95211989248618,cotton,1.7632989050522467
56.28583713734685,41.43549598944131,194.97727877821598,6.363486915630702,729.3290718391447,14.65334574923433,rice,3.1186946647022573
177.28208225275608,50.432915644599355,131.16031637773133,4.730733138334175,90.09163548739878,35.22446059104095,cotton,1.4083423655773468
112.87119621526534,49.96349376265014,196.6548299300595,5.245621656272444,281.2919096762455,26.850040603399243,cotton,1.6986381759732996
151.71413823294057,33.26986845220556,80.79607768380123,6.742034936311892,266.1089364586462,10.889274084733435,wheat,3.0904139145447136
231.5132947852186,32.08732264641949,146.54570599534367,7.964755661062323,519.7738309106793,27.727330747981032,rice,4.17537347325261
99.85844582977498,17.46365332556185,60.06865457742279,8.03122271675394,148.41871383296774,36.6391147753057,maize,3.179584986129979
132.07658460712594,35.675882445238784,67.01603082930433,4.779776040554525,711.7607088798153,12.216676013310138,cotton,1.4233047388493312
201.11022770860973,16.964626821107526,112.14238182853232,6.176420345146827,671.413556348781,26.30877165314802,rice,4.059146509730348
95.75963309832449,63.66171612984361,77.53126259145282,6.832025932018205,539.0493647639584,35.63340088035201,rice,3.299277804529501
65.3959819657586,77.63920084237301,50.1718814913052,5.088279618201374,393.81037384414833,10.271464713362487,cotton,1.4251875079720595
107.95029058275361,77.90521196666948,67.31852635807869,7.561728866979086,749.7170316065587,27.665561941043048,rice,3.574816771999943
82.24425745080089,70.55497695627757,26.434711003855636,7.476941033748956,673.059916040417,23.297264171266953,rice,3.685860418519203
235.93953046851462,52.05545045377334,146.7962518659476,8.113364054827178,424.4863610609337,19.715700922161098,rice,4.449362827442872
211.6240759128834,59.06059880707159,108.58099827545509,4.5339440483337725,576.4050158407334,27.57102171847053,cotton,1.8329709761384776
176.68075130208467,29.964406187628985,36.96375195281461,5.366736975956011,475.19746413476344,11.475658648447673,cotton,1.2563106808967546
224.29211803754353,54.15392941208344,50.90491876312842,7.808746856981287,490.9566787911984,31.085765296047207,rice,4.227769098894807
210.7344153798229,41.89546846079142,38.45621686027592,7.182320203307741,298.23205207810344,10.125425353751814,wheat,2.6046294090954194
87.31401177720717,43.74121378438527,130.26670548965777,8.077559414793964,396.56345346867255,18.594200826185862,maize,2.7335109518603407
228.51179969799554,63.04435922626106,36.95786545024888,4.728718618121066,108.59107309230816,24.110841855170996,cotton,1.5771124842449376
157.86844838313016,29.734284891807615,155.7708199463389,6.887855862865772,318.01151874844436,20.556623015863448,maize,3.2876800345937847
211.4880310328125,32.26277281861639,23.69196547767041,6.776186299574697,571.871386521614,18.60932618575631,rice,4.275423402436662
229.21825998469865,74.72492537900456,64.88764183926058,4.64269766544213,764.9120228796397,33.26338407310669,cotton,1.6460246989264815
113.60069499437277,13.935700639568058,180.32000166054328,6.554088307649934,772.2980845722652,36.17531207961345,rice,3.4310787171660238
72.01038490553535,43.994400888933825,149.3356372620043,6.938081245239697,466.79215184366876,34.46395517736488,rice,3.725769461442638
95.58703250838833,73.89605602855032,33.13429992662379,5.265172696808429,504.96668885718657,24.62807676539999,cotton,1.1220218996982227
135.42155772525126,52.72541054727099,167.80269880733235,5.593318332498652,189.2908891257256,34.756596905417524,cotton,1.8227523719287426
213.60295318449863,48.24849519484925,108.74632187723687,7.061389385190948,571.4810810701481,35.78412382508323,rice,3.635536476714611
222.1461166512687,27.482092546054865,172.42094489038925,6.373203790399833,102.99409450578969,21.458675117328937,cotton,1.6624032355395546
51.39042610623814,34.02928423451138,128.13315940107083,7.932054630273307,263.5142643495834,17.936484066152474,wheat,3.143736063356621
152.14946051551314,69.6433891063285,142.72994576591458,5.869527064036753,551.2725104640817,12.75142576277297,rice,3.517774836657982
133.4822006297558,49.14526922379207,198.83028087122747,5.566638633552804,282.73259865761696,23.414573789378412,cotton,1.612916998001668
94.42156209414605,46.03195356297459,61.820398266323274,8.439463761379372,87.38515558584075,36.49631377227636,maize,3.935944041996049
73.97307346673657,16.970579947802023,132.3102034570499,8.144543080520334,673.9028070132229,25.70541078597039,rice,2.9960198118032375
117.5230342807256,11.121970951858618,102.8578502103317,4.61597097999592,282.7475053509223,28.691738850012804,cotton,2.035819881038258
238.58194078250384,77.45796320809343,27.101351526084457,7.582914461226263,97.32891864400881,13.160746917771732,wheat,2.565354864959523
114.64058640415105,36.38903171007891,22.604715470515707,4.941339095300812,106.09112337714889,14.018550595983175,wheat,2.459211581522319
153.75812434867322,52.2249143469653,41.46114400721456,4.609940779317483,238.81909909156522,23.00525133487083,cotton,1.6962795661320702
190.60379177903556,15.58005512310995,136.83651329693868,5.594782063865395,183.5119604161447,36.63541437154432,cotton,2.0409918417027773
122.7259204758588,57.81800000061326,122.0893558244106,5.577383516244417,630.7250883351131,20.10196996456281,rice,3.385445219748022
244.35641654419214,75.27966960941727,119.61732100947094,7.777275049387859,291.26303500027586,34.56955315689094,maize,3.605833321542269
242.48945898842226,50.29656770981938,25.734217255086815,7.342668983771341,653.5218387798744,13.368080615919922,rice,4.567101350767025
100.35645916507283,18.828072566278742,104.47453934480127,8.426437709328058,180.38449836736459,27.276481794143884,maize,3.2439518889221546
149.44970117847708,50.72050692314337,186.43210721165514,7.346051601247273,419.65938465806283,26.817163353494507,rice,4.179264868931087
110.17566196335393,63.64430491732566,91.5665364759164,6.173022213024192,566.0278501648465,34.07649300196752,rice,3.8327005059809545
106.96809887549352,38.449157560181305,132.48604456192214,7.295710643780867,538.9931403993912,10.092867723337243,rice,4.154206012242575
57.37738947090656,71.58864235590275,160.36736161216584,8.497836268745608,500.84705744770156,15.31808668153202,rice,3.483640811716433
171.91286679597937,55.40780673501551,161.10655024553978,7.340567530250112,743.6162014483773,16.151253512025487,rice,4.036923291949217
150.53580464577232,72.94742428024418,113.47041483114884,7.5467254239212735,221.39386078005828,36.599050466540646,maize,3.566966098382789
60.295750249997866,53.64537178731361,174.43135017242054,8.253460060761038,420.28940334657904,14.303422375557059,rice,3.366022839306649
105.72929284732228,19.190158040337696,90.44805680547445,4.954605045246733,712.9944125543066,11.03494580617569,cotton,1.8505135453711337
231.65317719333075,31.67841977736324,179.9647786612637,7.3191371737909074,108.42032419636777,24.964921852770626,maize,3.6611071580709895
97.91237813339448,24.125646377671984,63.240889951198156,7.903223831869796,91.91620118980643,24.799636948143085,maize,3.4025680762767427
78.97897441824462,73.61785484018037,70.43895325830279,8.317514400883573,224.97671566871855,33.633315030300196,maize,3.5411404438625227
147.89055205551261,63.228004710123784,29.561712355820198,5.343877158846798,524.7659146535138,36.568070204978454,cotton,1.6448143610237058
247.13009082212014,57.34788582370042,163.20473057761092,6.515716030896977,244.90971983735517,25.07927237992367,maize,3.8639488272077207
98.41105430230007,31.067642374213516,95.069942521887,7.222219390577927,192.67991285659923,36.03983710775036,maize,2.8853371537505805
184.4271094811757,22.883134043514946,61.24099050405183,5.48987091800535,394.10173651871906,30.304456236395232,cotton,1.5124112634441396
202.32392306574351,62.951576159223826,61.722249970984336,6.901891453001096,510.1985515770586,17.40765558387638,rice,4.390537803544385
97.52750879847994,43.191056211535575,182.25198942126198,5.5303151299919975,236.4182802625553,35.99577990642994,cotton,2.149230215206227
195.6432697223719,25.805268650544036,170.10498808298664,5.833828082126589,275.5183900428066,28.688408933092493,cotton,1.452123931064301
123.55662654385064,53.163538471569254,119.635559364293,6.26607478604346,510.1694786086354,21.594686116793746,rice,3.553751265486967
176.46116611871588,12.823369649691639,130.8999440748298,6.616760394986268,759.3038164920895,29.046778366474058,rice,3.9150387506173576
176.70594215217892,32.83191778897775,105.37860269905238,6.297463486500602,556.0562955785662,21.236759176825025,rice,3.685411207714647
157.1549368149517,42.79898962137943,90.49997771818559,6.472782079151717,637.1781076884199,13.19714550366286,rice,3.6246167700630125
68.05795401088166,20.35708338765841,184.78583861929965,5.69435502515317,325.10757106660157,30.131404920953194,cotton,1.9645556519973604
217.0604991178476,78.92581343135878,42.61028663365437,5.135860376090522,254.19076953834954,33.074453140780825,cotton,1.9014957671015955
114.15601299434717,24.636815521273,95.32042214892103,4.689399909307358,390.7008074019669,30.406573572542854,cotton,1.2842761330334138
87.30370207997085,19.12471910302859,82.02114343781756,5.28391488996667,655.3496215337552,16.415210697186943,cotton,1.6299470570792958
58.15502831095279,24.24744117208275,109.6671296452067,6.827774566023132,392.22473134291687,36.78578037737316,maize,3.1861915109862227
168.17858863764837,63.834279321180695,102.37373741813151,7.64446179121253,685.0440565923958,10.707127727352365,rice,4.202625693490676
185.51287236845647,39.785396149029,113.40011569719465,5.1769903897715785,791.5789855213453,19.315188326517934,cotton,1.790625700008197
53.31756578557123,49.57911578267766,45.185415900858935,4.934221431090593,104.01999929775225,17.282588166977074,wheat,3.1210923010874643
152.4186116598562,11.470640989045252,112.36547027238987,7.497161442197001,84.05761706277777,11.347534373215828,wheat,2.956688529421008
95.29915503958759,12.41019160013202,63.63538649969796,5.720633322149158,162.19227718502137,21.360431403682718,cotton,1.8896693310778154
179.03455808188997,41.207788487891136,53.179642817874424,8.30599775690941,338.2772568007597,27.447215524557688,maize,3.2668167386055527
84.87328580099829,67.16586702411365,31.67015938151442,7.357271882441492,148.2816568590743,34.711480177582835,maize,3.2735123424519905
188.18754762049318,71.96672150952956,157.27746057610537,5.8070241889721235,702.998358214067,37.71131205336116,rice,3.7210566583818703
127.34706926010747,16.069459731694813,96.9395457541808,5.65817099117482,67.35968827029785,32.626508419323144,cotton,1.8740519796181605
237.3459977473469,47.6854171470716,132.7958629961165,6.594793545085237,286.8445372518669,23.123054523959095,maize,3.6189613858909024
77.50418882919865,73.92607803954894,150.9668017948538,4.816578673112838,188.520972120654,30.26372392707686,cotton,1.8734978160936873
118.2132702100517,37.15809280785204,142.27699975643964,4.970706050581196,748.6544976181492,33.62146608050994,cotton,1.7218802732558647
72.69470424811782,68.0696081999858,104.69012943614281,5.2034315252647705,552.110753667521,23.028601499723077,cotton,1.8266659592040888
234.93872365571255,19.358695807960537,89.82173521131136,7.598894373218241,734.0226923385309,31.981524152713998,rice,4.33264120205121
225.4678706761962,75.47761427674591,87.67278373531947,6.55542943707649,779.246532732795,23.51426771276055,rice,3.9798991529431103
101.58832554303112,62.59963222719119,135.20878344741016,4.542268491097772,422.8236827580269,20.821887744548235,cotton,1.583064080378218
181.99680920683582,75.89340749508311,109.06298388953721,7.1940661098884355,225.73933103601968,24.730543457945313,maize,3.565340031003351
213.44444004024317,57.363206348675455,172.8438046379319,6.194760714641989,195.29658964744198,28.92393265356006,cotton,1.9776024007571953
161.04016231989246,35.43827523995989,177.44635717880817,6.543409459855192,217.18914626438038,30.352697576920725,maize,3.948303978613711
155.9301156712013,75.67268207673057,50.70086804117332,5.356464973651742,581.4449807165022,19.988615528979018,cotton,1.6619999074154925
98.37045818009034,29.289674341642492,44.52205727823062,6.7071289135764145,80.33429609225055,25.996967043568976,maize,3.48523981831176
68.62055356117985,33.25207654432128,133.4721666864799,8.416612959005954,88.52080477453615,35.47638447425252,maize,2.6217626098872526
229.44315159066534,59.056589260121825,74.2206346512103,4.793778764023045,506.10720678736254,37.336761203097915,cotton,2.051032439189217
230.0836114326661,63.57214096677704,23.342729377717795,5.6356695986577225,531.5428600530549,16.362946553150728,rice,4.459268202435642
176.62029145465357,75.05824386944077,179.95568048533192,5.471990371443319,548.9471932418451,15.39927263997356,cotton,1.849990458738908
117.80595820974014,24.336168633934665,60.84213810388549,5.494197243004718,328.9103784414434,28.94719773600216,cotton,1.588745066716186
119.84191492253218,65.85986246534569,187.27051730344564,6.014825430261509,654.4586665356148,21.611148803056427,rice,3.3987693601856526
195.19113577404786,61.698223737787444,149.13820115808565,7.7724391389766705,450.2184407949632,10.678225475707837,rice,3.852966087629763
229.42205199051543,14.46561893775185,157.27762818406717,8.15143475985755,129.09922250706458,19.712132378123954,wheat,3.6067194207696223
227.41728485302346,37.105619884714486,56.26306924276888,5.308860349835893,647.8244803005089,32.58885281722306,cotton,1.4147252508283352
205.97510917152476,29.793581994206903,62.15499661102633,6.6717997517924506,764.8008397028437,32.32795405072911,rice,3.7869823824861335
178.40632923085755,31.31432970478213,113.82819568833183,7.047595888661921,95.02723475176902,23.851184166864293,maize,3.218495830984245
66.82799299900977,78.80628156882906,50.977973476975194,6.58730989745538,343.51350402543494,23.23218217685099,maize,2.8774485978151345
82.32574281892275,54.99441894359495,74.97770468294581,6.236305576787679,415.6370336260607,26.22620838816257,rice,3.526209524435457
229.71083770541586,60.23733104554497,77.86324603060481,5.267902023436951,159.8530700587377,16.143107895780126,wheat,3.083680612288729
171.28581193191798,78.36323461205065,48.73338798549754,6.452877436796954,700.7817108371578,24.729221496946753,rice,3.8300078310020815
51.83941032332593,36.404124772034706,56.93291001112893,6.104859310845315,263.112233667533,10.309298081586155,wheat,2.3844005701043103
70.29430857320642,66.12881179169642,161.93933156148617,7.682253450009078,637.2564049536201,23.315667533927744,rice,3.5712875603538214
182.70035382161117,40.417167431314674,50.09525381850831,7.554417436651981,553.245861521237,19.409429295016594,rice,3.9776038026667417
51.01231676924374,70.86735702704858,25.122330531906048,5.035994724822682,498.5343668502676,28.89634896530247,cotton,1.750789571080137
82.16161028349973,22.64602789179122,133.28388967320893,4.85407621025227,194.1071365224158,27.873900356273573,cotton,1.6756661194859637
159.74675787331722,76.33803239449958,195.676961490641,8.132615772910011,215.52764041317928,20.663404645118653,maize,3.4302073369154478
188.37903953853865,25.314019588761575,79.61848663216185,6.64203355585799,85.51130355992699,10.203643481400563,wheat,2.7810913553928303
180.3922519005201,32.83543548866521,41.35802657532541,7.931203749130363,230.53432233669977,17.06366162305889,wheat,2.687683133939672
94.85386189211195,62.933456387474635,122.66971856615554,4.732604482265605,309.08270709538556,27.733739805296544,cotton,1.666827101660793
192.4358442695072,37.562859909578464,183.1437579972163,6.606062466086521,674.858977896819,12.026453604490127,rice,3.87091170875289
97.44981749936002,52.57479637365127,161.1311203691262,6.657706058304946,324.79450003610395,13.013987811336987,maize,2.6949605361544813
115.07993963185355,41.12014507485999,132.05285631428887,7.9428081301686,615.9663370742048,28.116980687878442,rice,3.4880238255729523
199.29828102360483,61.965895596284724,76.71016938936789,4.8904399929188305,379.5817109716157,31.161487226580185,cotton,1.7964649923950862
179.92657980944293,25.98318766580276,117.53843118971959,5.461782254703637,638.6512339954163,19.003391824355937,cotton,1.9051259662532165
219.8446820988356,14.092059106581392,36.42407143476596,6.1261532555480525,782.2037003277799,23.710845834463733,rice,3.98607362162995
181.52257846006867,30.995057823114635,142.21017637052057,7.963365901679769,229.88116854318508,36.47991821954244,maize,3.827398708304078
163.66172066709433,43.20160654079012,150.51728340157715,8.255533260282268,696.7562089729071,36.475219740927145,rice,3.896100594906945
68.7349535656185,21.7614036534875,193.70569212378538,8.470898478374512,516.3680647293311,18.61007768497604,rice,2.985843663590283
123.5431606118867,34.83581027594721,66.8715245741129,8.336773945834086,662.9706961914911,32.679660500478526,rice,3.1916722066750514
103.04047353634509,37.9988112805498,23.322155427744075,4.523767023377418,538.6894267008539,26.630433478592046,cotton,1.7902958953794335
98.7979286758167,14.017429058179149,118.20952359688711,4.690833365815488,367.9621304556126,37.31356581381064,cotton,1.6618183021415593
244.6021109504891,50.831507372894315,147.2222907914266,5.090427276630354,221.05620458134277,23.3731799519107,cotton,1.5516316769683374
128.61954493335207,71.90403995799014,162.27334565893784,5.8954483870810925,102.52641899837377,31.691792304435722,cotton,1.3726914570307687
228.40931103542266,20.62200390671367,54.87300794446591,7.819672123947835,451.63877334553774,31.507839629216388,rice,4.064575729727998
176.22772519945258,51.84656093810598,67.11551642666426,8.070624781341921,792.7445708951492,23.92812029372613,rice,4.106257005572384
208.9622607083297,56.531744343759236,112.26636654811334,5.247337625178332,603.5313537606547,32.27764320032462,cotton,1.584994504286986
150.5274186210384,39.35342762935018,79.50814579460032,6.978656606478834,295.50915604926246,17.3091293325959,wheat,2.5547212931449335
